function_id,module,submodule,function_name,purpose,caller_or_trigger,input_field,input_type,input_required,input_source,preconditions,authorization_action,qualification_requirement,sod_requirement,signature_requirement,processing_rules,db_reads,db_writes,transaction_boundary,return_type,return_fields,emitted_events,consumed_events,external_dependencies,idempotency,concurrency,error_codes,audit_events,security_events,configuration,test_ids,validation_requirement_ids,source_document,source_requirement_ids,derivation
FN-0204,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdDisposition,Implements `POST /qms/v1/deviations/{id}/disposition` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdDisposition (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0205,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdExtend,Implements `POST /qms/v1/deviations/{id}/extend` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdExtend (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0206,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdClose,Implements `POST /qms/v1/deviations/{id}/close` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdClose (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0207,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdReopen,Implements `POST /qms/v1/deviations/{id}/reopen` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdReopen (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0208,SPEC-QMS-002,CAPA Management,postQmsV1Capas,Implements `POST /qms/v1/capas` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1Capas (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0209,SPEC-QMS-002,CAPA Management,postQmsV1CapasIdPlan,Implements `POST /qms/v1/capas/{id}/plan` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1CapasIdPlan (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0210,SPEC-QMS-002,CAPA Management,postQmsV1CapasIdActions,Implements `POST /qms/v1/capas/{id}/actions` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1CapasIdActions (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0211,SPEC-QMS-002,CAPA Management,postQmsV1ActionsIdComplete,Implements `POST /qms/v1/actions/{id}/complete` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1ActionsIdComplete (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0212,SPEC-QMS-002,CAPA Management,postQmsV1CapasIdEffectiveness,Implements `POST /qms/v1/capas/{id}/effectiveness` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1CapasIdEffectiveness (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0213,SPEC-QMS-002,CAPA Management,postQmsV1CapasIdExtend,Implements `POST /qms/v1/capas/{id}/extend` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1CapasIdExtend (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
FN-0214,SPEC-QMS-002,CAPA Management,postQmsV1CapasIdClose,Implements `POST /qms/v1/capas/{id}/close` declared in Document 27 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1CapasIdClose (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",CAPAOpened;CAPAPlanApproved;CAPAActionAssigned;CAPAActionCompleted;CAPAEffectivenessStarted;CAPAEffectivenessFailed;CAPAClosed;CAPAReopened,,,idempotency_key required,expected_version required,ACTION_DEPENDENCY_OPEN;ACTION_EVIDENCE_REQUIRED;CAPA_CLOSURE_BLOCKED;CAPA_ROOT_CAUSE_REQUIRED;CAPA_SOURCE_REQUIRED;EFFECTIVENESS_PLAN_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,CAPA from deviation;multi-action dependency;action without evidence denied;change dependency;failed effectiveness;extension,Doc 80/81 trace for SPEC-QMS-002,Document 27,CAPA-FR-001;CAPA-FR-002;CAPA-FR-003;CAPA-FR-004;CAPA-FR-005;CAPA-FR-006;CAPA-FR-007;CAPA-FR-008;CAPA-FR-009;CAPA-FR-010;CAPA-FR-011;CAPA-FR-012;CAPA-FR-013;CAPA-FR-014;CAPA-FR-015;CAPA-FR-016;CAPA-FR-017;CAPA-FR-018;CAPA-FR-019;CAPA-FR-020;CAPA-FR-021;CAPA-FR-022,derived from declared API operation
