requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
C-047,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Material Reconciliation,Ensures issued = consumed + returned + approved loss within defined tolerance.,Proprietary Reconciliation Engine.,10. MATERIAL DISPENSING AND CONSUMPTION,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-048,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Equipment Master,"Identifies production, packaging and laboratory equipment.",Frappe master.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-049,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Equipment Status,Available / in-use / cleaning / maintenance / calibration-due / out-of-service etc.,Frappe display + Equipment Eligibility Engine.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-050,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Calibration Control,Prevents use of equipment when required calibration is overdue or invalid.,Calibration DocTypes + hard execution gate in GxP Core.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-051,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Qualification,Stores IQ/OQ/PQ or applicable qualification status/evidence.,Frappe-controlled documentation + execution eligibility.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-052,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Cleaning Status,Tracks cleaning state and relevant cleaning records.,Custom equipment lifecycle service.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-053,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Line Clearance,Ensures previous product/material/documents are cleared before defined manufacturing/packaging operations.,eChecklist + signature/verification workflow.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-054,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Maintenance,Tracks preventive/corrective maintenance affecting equipment availability.,Frappe or external CMMS integration.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-055,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Equipment Usage Log,Automatically associates equipment with each batch/operation.,GxP Audit/Genealogy services.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
C-056,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Electronic Equipment Data,"Captures machine values such as speed, temperature, pressure or torque where applicable.",Edge Gateway/PLC/SCADA historian integration.,11. EQUIPMENT & FACILITY CONTROLS,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-001,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Classified Area Master,cleanroom classification; room/zone; allowed operations; qualification status; effective dates,Frappe master + GxP eligibility,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-002,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Environmental Monitoring Linkage,viable monitoring; non-viable particles; temperature; humidity; differential pressure; alert/action limits; excursion linkage,Edge/LIMS/EM adapter + GxP evidence,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-003,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Personnel Gowning Qualification,qualification type; training; expiry; area eligibility; suspension,Training/Qualification Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-004,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Aseptic Operator Qualification,media-fill/aseptic qualification reference; validity; operation eligibility,Qualification Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-005,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Cleaning & Sanitization,procedure/version; agent; concentration; performed by; verified by; time; status,Equipment/area lifecycle,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-006,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Sterilization Status,equipment/component sterilization cycle; load; parameters; cycle result; release status,Equipment/sterilization service,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-007,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,CIP/SIP Linkage,recipe/cycle; parameters; equipment path; cycle result; exception,Edge/Equipment integration,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-008,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Filter Management,filter ID; type; batch/lot; installation; pre-use check; integrity test; post-use result; disposition,Specialized process module,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-009,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Sterile Component Readiness,sterilization status; expiry/hold time; packaging integrity; release,Material Eligibility Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-010,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Bioburden Linkage,sample; method; result; limit; LIMS evidence; batch impact,QC/LIMS,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-011,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Sterility Test Linkage,sample; test; result; status; investigation link,LIMS/QC,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-012,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Media Fill Reference,line/process qualification; date; result; validity; applicable personnel/equipment,Validation/Qualification module,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-013,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Intervention Recording,planned/unplanned intervention; time; operator; location; reason; impact,Batch Execution + Audit,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-014,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Aseptic Hold Time,start; maximum allowed duration; timer; alert; excursion,Rules/Execution Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-015,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Bulk Hold Time,material/bulk start/end; temperature/storage condition; limit; exception,Rules Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-016,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Filling Parameters,target fill; actuals; speed; line settings; rejects; in-process checks,Execution + Edge,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
ST-017,1,,"Master Product, Compliance & Architecture Bible",WP-00,docs/architecture,Stoppering/Sealing,component verification; parameter capture; inspection; reject reason,Execution Engine,11A.1 Required sub-functionalities,N/A (architecture / compliance baseline document),n/a (standard / governance document),Document_01_US_eBMR_eDHR_Master_Product_Compliance_Architecture_Bible_v1_1_FROZEN.md
